plan_id,run_id,kind,replica,stage_or_suite,world_seed,agent_seed,schema_version,round,agent,mode,episode_steps,survival_steps,score,coins_collected,initially_available_coins,coins_found,crates_destroyed,bombs_dropped,self_kills,invalid_actions,attempted_actions,invalid_action_rate,survived,termination_reason,executed_action_sequence_sha256,action_up,action_right,action_down,action_left,action_wait,action_bomb,action_unknown,decision_time_median_ms,decision_time_p95_ms,decision_time_max_ms,shaped_reward,epsilon,q_table_size,replay_size,update_count,mean_loss,mean_abs_td_error,target_synchronizations,episode_target_synchronizations
issue103-dqn-task2-reward-control,eval-r1-classic-repeat-seed-001,evaluation,r1,classic-repeat,71001,81001,1,1,_run_plan_e9d126660c_82f3e9c695,evaluation,400,400,0,0,9,0,6,2,0,2,400,0.005,True,step_limit,1bcf88c4d566a1aa1190e29e34388e9a2297b4b737c41232770012ae925fb95e,1,195,1,194,5,4,0,0.6164312362670898,0.8982539176940917,1.979827880859375,,,,,,,,,
issue103-dqn-task2-reward-control,eval-r1-classic-repeat-seed-002,evaluation,r1,classic-repeat,71002,81002,1,1,_run_plan_e9d126660c_82f3e9c695,evaluation,400,400,0,0,9,0,3,3,0,1,400,0.0025,True,step_limit,614699b271148c23633eb11d5f2f41ffd0f41392124fd1dc7ce3965cbfa108a4,3,4,3,4,383,3,0,0.5904436111450195,0.8093595504760739,1.4276504516601562,,,,,,,,,
issue103-dqn-task2-reward-control,eval-r1-classic-repeat-seed-003,evaluation,r1,classic-repeat,71003,81003,1,1,_run_plan_e9d126660c_82f3e9c695,evaluation,400,400,0,0,9,0,0,0,0,0,400,0.0,True,step_limit,3e457cc2304ad2ccf2d6296a66213cdc8d455614dc7958b9ee35c31a82fdf5fa,200,0,200,0,0,0,0,0.6284713745117188,0.9050488471984859,1.5604496002197266,,,,,,,,,
issue103-dqn-task2-reward-control,eval-r1-classic-repeat-seed-004,evaluation,r1,classic-repeat,71004,81004,1,1,_run_plan_e9d126660c_82f3e9c695,evaluation,28,28,0,0,9,0,10,4,1,1,28,0.03571428571428571,False,killed,cb361040eeec59747ce8e6abda1251967060afacc91a8e3485560b50350f0fa1,4,7,4,5,4,4,0,0.6906986236572266,1.0655999183654783,1.489400863647461,,,,,,,,,
issue103-dqn-task2-reward-control,eval-r1-classic-repeat-seed-005,evaluation,r1,classic-repeat,71005,81005,1,1,_run_plan_e9d126660c_82f3e9c695,evaluation,400,400,1,1,9,1,3,1,0,1,400,0.0025,True,step_limit,06b36013bb82008f71ff92297c57ca201b2f3f39096b271d09279c721be92600,197,3,197,2,0,1,0,0.6445646286010742,0.9997129440307617,1.3949871063232422,,,,,,,,,
issue103-dqn-task2-reward-control,eval-r1-classic-repeat-seed-006,evaluation,r1,classic-repeat,71006,81006,1,1,_run_plan_e9d126660c_82f3e9c695,evaluation,31,31,1,1,9,2,9,4,1,3,31,0.0967741935483871,False,killed,b04a75aaabe5cc4ab1c05bac25964c519793fff16a81f6ac7af3d390ef694294,2,8,2,5,7,7,0,0.8461475372314453,1.403212547302246,1.9156932830810547,,,,,,,,,
issue103-dqn-task2-reward-control,eval-r1-classic-repeat-seed-007,evaluation,r1,classic-repeat,71007,81007,1,1,_run_plan_e9d126660c_82f3e9c695,evaluation,400,400,0,0,9,2,6,2,0,2,400,0.005,True,step_limit,9c702a882fd1a371262d47b078cda10270a4ca39fc57bfb3312bcef36670f490,1,2,2,3,389,3,0,0.6532669067382812,0.9907007217407222,8.4991455078125,,,,,,,,,
issue103-dqn-task2-reward-control,eval-r1-classic-repeat-seed-008,evaluation,r1,classic-repeat,71008,81008,1,1,_run_plan_e9d126660c_82f3e9c695,evaluation,26,26,1,1,9,1,10,3,1,5,26,0.19230769230769232,False,killed,cda5ff69cae1b943ee389ebbb7c69aac49ced385cb80e5d5e7aa85f1472eac19,6,6,1,4,3,6,0,0.6778240203857422,0.8756518363952637,1.249074935913086,,,,,,,,,
issue103-dqn-task2-reward-control,eval-r1-classic-repeat-seed-009,evaluation,r1,classic-repeat,71009,81009,1,1,_run_plan_e9d126660c_82f3e9c695,evaluation,21,21,0,0,9,0,8,3,1,2,21,0.09523809523809523,False,killed,605287b3e49e72279e063a6fc4cb301779492f7b3ee99a3a2eb28ca89a74c337,1,6,1,2,6,5,0,0.6892681121826172,1.1873245239257812,1.2950897216796875,,,,,,,,,
issue103-dqn-task2-reward-control,eval-r1-classic-repeat-seed-010,evaluation,r1,classic-repeat,71010,81010,1,1,_run_plan_e9d126660c_82f3e9c695,evaluation,400,400,0,0,9,0,5,2,0,2,400,0.005,True,step_limit,3a59c4cf57dcb492a7861e32da99e41efe138a52819739595c1f1561a0c03c16,1,195,1,194,5,4,0,0.5761384963989258,1.0205030441284175,2.268552780151367,,,,,,,,,
issue103-dqn-task2-reward-control,eval-r1-coin-heaven-primary-seed-001,evaluation,r1,coin-heaven-primary,72001,82001,1,1,_run_plan_e9d126660c_82f3e9c695,evaluation,400,400,9,9,50,0,0,0,0,385,400,0.9625,True,step_limit,5b79b1494d7a41ddab9a1921fa904d082b279a38df4a213a97a6e4de379f8a75,6,1,1,392,0,0,0,0.5899667739868164,0.9238481521606434,1.6083717346191406,,,,,,,,,
issue103-dqn-task2-reward-control,eval-r1-coin-heaven-primary-seed-002,evaluation,r1,coin-heaven-primary,72002,82002,1,1,_run_plan_e9d126660c_82f3e9c695,evaluation,400,400,7,7,50,0,0,0,0,389,400,0.9725,True,step_limit,0365f1f08722ccffdbf5dcecd75d640b036b3f524fbd71a26b026d61eff59341,9,2,0,389,0,0,0,0.6396770477294922,0.9616613388061518,1.8205642700195312,,,,,,,,,
issue103-dqn-task2-reward-control,eval-r1-coin-heaven-primary-seed-003,evaluation,r1,coin-heaven-primary,72003,82003,1,1,_run_plan_e9d126660c_82f3e9c695,evaluation,400,400,12,12,50,0,0,0,0,381,400,0.9525,True,step_limit,0d2c695d59a01d30b2b5a6a1fd14030d477d325f19a19b6de02fb93b2416cf64,0,388,7,5,0,0,0,0.5919933319091797,0.9248495101928704,1.8985271453857422,,,,,,,,,
issue103-dqn-task2-reward-control,eval-r1-coin-heaven-primary-seed-004,evaluation,r1,coin-heaven-primary,72004,82004,1,1,_run_plan_e9d126660c_82f3e9c695,evaluation,400,400,8,8,50,0,0,0,0,387,400,0.9675,True,step_limit,c5674ef311617790692dfaf6c722250256a8343ac74d61a28f3fb5e78e3d4c16,5,393,0,2,0,0,0,0.6371736526489258,0.9719371795654296,1.405477523803711,,,,,,,,,
issue103-dqn-task2-reward-control,eval-r1-coin-heaven-primary-seed-005,evaluation,r1,coin-heaven-primary,72005,82005,1,1,_run_plan_e9d126660c_82f3e9c695,evaluation,400,400,5,5,50,0,0,0,0,389,400,0.9725,True,step_limit,195a18e2df32205fbfa39b1cd2be8a6582549fcc92f9a3fa0ed88e75c4ef689f,1,0,6,393,0,0,0,0.5891323089599609,0.8312582969665524,1.5027523040771484,,,,,,,,,
issue103-dqn-task2-reward-control,eval-r1-coin-heaven-primary-seed-006,evaluation,r1,coin-heaven-primary,72006,82006,1,1,_run_plan_e9d126660c_82f3e9c695,evaluation,400,400,5,5,50,0,0,0,0,0,400,0.0,True,step_limit,02e02439b0c2aae4f0c96b777045959faf1d844867f17906595c59feb58722e8,0,204,0,196,0,0,0,0.6202459335327148,0.8918762207031244,2.543210983276367,,,,,,,,,
issue103-dqn-task2-reward-control,eval-r1-coin-heaven-primary-seed-007,evaluation,r1,coin-heaven-primary,72007,82007,1,1,_run_plan_e9d126660c_82f3e9c695,evaluation,400,400,2,2,50,0,0,0,0,395,400,0.9875,True,step_limit,f7de2050c6ee4c5f0733c601e31239659f840dcfa4d0f2f0abf6de78aeaa4993,0,397,3,0,0,0,0,0.6015300750732422,0.9020805358886718,1.3933181762695312,,,,,,,,,
issue103-dqn-task2-reward-control,eval-r1-coin-heaven-primary-seed-008,evaluation,r1,coin-heaven-primary,72008,82008,1,1,_run_plan_e9d126660c_82f3e9c695,evaluation,400,400,15,15,50,0,0,0,0,371,400,0.9275,True,step_limit,8d8e387427ecf4bdd2dd2feba31b4ca5d84bbbad91bc6024dd09b863c85f378b,5,14,10,371,0,0,0,0.5849599838256836,0.8159995079040524,1.4166831970214844,,,,,,,,,
issue103-dqn-task2-reward-control,eval-r1-coin-heaven-primary-seed-009,evaluation,r1,coin-heaven-primary,72009,82009,1,1,_run_plan_e9d126660c_82f3e9c695,evaluation,400,400,1,1,50,0,0,0,0,399,400,0.9975,True,step_limit,f1930b147c84d5e66e8644800fc583b118ee8e62b5cde4c1746741da4c81d71a,1,0,0,399,0,0,0,0.5775690078735352,0.7892847061157219,3.0393600463867188,,,,,,,,,
issue103-dqn-task2-reward-control,eval-r1-coin-heaven-primary-seed-010,evaluation,r1,coin-heaven-primary,72010,82010,1,1,_run_plan_e9d126660c_82f3e9c695,evaluation,400,400,4,4,50,0,0,0,0,1,400,0.0025,True,step_limit,54cbcb547b208d2a829c7741d9aa18dcb54024a4f38e0aad00a696f8a7c701a8,1,198,1,200,0,0,0,0.6273984909057617,0.9632468223571777,5.062341690063477,,,,,,,,,
issue103-dqn-task2-reward-control,eval-r1-coin-heaven-repeat-seed-001,evaluation,r1,coin-heaven-repeat,72001,82001,1,1,_run_plan_e9d126660c_82f3e9c695,evaluation,400,400,9,9,50,0,0,0,0,385,400,0.9625,True,step_limit,5b79b1494d7a41ddab9a1921fa904d082b279a38df4a213a97a6e4de379f8a75,6,1,1,392,0,0,0,0.5726814270019531,0.834953784942627,1.5034675598144531,,,,,,,,,
issue103-dqn-task2-reward-control,eval-r1-coin-heaven-repeat-seed-002,evaluation,r1,coin-heaven-repeat,72002,82002,1,1,_run_plan_e9d126660c_82f3e9c695,evaluation,400,400,7,7,50,0,0,0,0,389,400,0.9725,True,step_limit,0365f1f08722ccffdbf5dcecd75d640b036b3f524fbd71a26b026d61eff59341,9,2,0,389,0,0,0,0.5397796630859375,0.6843924522399899,1.4157295227050781,,,,,,,,,
issue103-dqn-task2-reward-control,eval-r1-coin-heaven-repeat-seed-003,evaluation,r1,coin-heaven-repeat,72003,82003,1,1,_run_plan_e9d126660c_82f3e9c695,evaluation,400,400,12,12,50,0,0,0,0,381,400,0.9525,True,step_limit,0d2c695d59a01d30b2b5a6a1fd14030d477d325f19a19b6de02fb93b2416cf64,0,388,7,5,0,0,0,0.5277395248413086,0.6910324096679686,1.3327598571777344,,,,,,,,,
issue103-dqn-task2-reward-control,eval-r1-coin-heaven-repeat-seed-004,evaluation,r1,coin-heaven-repeat,72004,82004,1,1,_run_plan_e9d126660c_82f3e9c695,evaluation,400,400,8,8,50,0,0,0,0,387,400,0.9675,True,step_limit,c5674ef311617790692dfaf6c722250256a8343ac74d61a28f3fb5e78e3d4c16,5,393,0,2,0,0,0,0.5363225936889648,0.7314443588256831,1.2693405151367188,,,,,,,,,
issue103-dqn-task2-reward-control,eval-r1-coin-heaven-repeat-seed-005,evaluation,r1,coin-heaven-repeat,72005,82005,1,1,_run_plan_e9d126660c_82f3e9c695,evaluation,400,400,5,5,50,0,0,0,0,389,400,0.9725,True,step_limit,195a18e2df32205fbfa39b1cd2be8a6582549fcc92f9a3fa0ed88e75c4ef689f,1,0,6,393,0,0,0,0.6445646286010742,0.8314967155456542,1.2426376342773438,,,,,,,,,
issue103-dqn-task2-reward-control,eval-r1-coin-heaven-repeat-seed-006,evaluation,r1,coin-heaven-repeat,72006,82006,1,1,_run_plan_e9d126660c_82f3e9c695,evaluation,400,400,5,5,50,0,0,0,0,0,400,0.0,True,step_limit,02e02439b0c2aae4f0c96b777045959faf1d844867f17906595c59feb58722e8,0,204,0,196,0,0,0,0.7079839706420898,1.1403918266296387,1.7986297607421875,,,,,,,,,
issue103-dqn-task2-reward-control,eval-r1-coin-heaven-repeat-seed-007,evaluation,r1,coin-heaven-repeat,72007,82007,1,1,_run_plan_e9d126660c_82f3e9c695,evaluation,400,400,2,2,50,0,0,0,0,395,400,0.9875,True,step_limit,f7de2050c6ee4c5f0733c601e31239659f840dcfa4d0f2f0abf6de78aeaa4993,0,397,3,0,0,0,0,0.6157159805297852,0.9554743766784658,1.7011165618896484,,,,,,,,,
issue103-dqn-task2-reward-control,eval-r1-coin-heaven-repeat-seed-008,evaluation,r1,coin-heaven-repeat,72008,82008,1,1,_run_plan_e9d126660c_82f3e9c695,evaluation,400,400,15,15,50,0,0,0,0,371,400,0.9275,True,step_limit,8d8e387427ecf4bdd2dd2feba31b4ca5d84bbbad91bc6024dd09b863c85f378b,5,14,10,371,0,0,0,0.5384683609008789,0.786125659942627,1.6946792602539062,,,,,,,,,
issue103-dqn-task2-reward-control,eval-r1-coin-heaven-repeat-seed-009,evaluation,r1,coin-heaven-repeat,72009,82009,1,1,_run_plan_e9d126660c_82f3e9c695,evaluation,400,400,1,1,50,0,0,0,0,399,400,0.9975,True,step_limit,f1930b147c84d5e66e8644800fc583b118ee8e62b5cde4c1746741da4c81d71a,1,0,0,399,0,0,0,0.5831718444824219,0.8831262588500977,1.5034675598144531,,,,,,,,,
issue103-dqn-task2-reward-control,eval-r1-coin-heaven-repeat-seed-010,evaluation,r1,coin-heaven-repeat,72010,82010,1,1,_run_plan_e9d126660c_82f3e9c695,evaluation,400,400,4,4,50,0,0,0,0,1,400,0.0025,True,step_limit,54cbcb547b208d2a829c7741d9aa18dcb54024a4f38e0aad00a696f8a7c701a8,1,198,1,200,0,0,0,0.6424188613891602,0.8828639984130859,1.378774642944336,,,,,,,,,
issue103-dqn-task2-reward-control,eval-r1-loot-crate-primary-seed-001,evaluation,r1,loot-crate-primary,73001,83001,1,1,_run_plan_e9d126660c_82f3e9c695,evaluation,400,400,0,0,50,0,0,0,0,0,400,0.0,True,step_limit,3e457cc2304ad2ccf2d6296a66213cdc8d455614dc7958b9ee35c31a82fdf5fa,200,0,200,0,0,0,0,0.5860328674316406,0.8648276329040526,1.3451576232910156,,,,,,,,,
issue103-dqn-task2-reward-control,eval-r1-loot-crate-primary-seed-002,evaluation,r1,loot-crate-primary,73002,83002,1,1,_run_plan_e9d126660c_82f3e9c695,evaluation,31,31,3,3,50,4,8,3,1,3,31,0.0967741935483871,False,killed,551b730bdfbfa5255f191416ae496501d9aef1d9101dcf45e96a62f30a71416b,6,4,9,5,4,3,0,0.6992816925048828,1.142263412475586,1.2924671173095703,,,,,,,,,
issue103-dqn-task2-reward-control,eval-r1-loot-crate-primary-seed-003,evaluation,r1,loot-crate-primary,73003,83003,1,1,_run_plan_e9d126660c_82f3e9c695,evaluation,38,38,2,2,50,2,11,4,1,0,38,0.0,False,killed,cda916a96d90a6c75781f0399a910eb9f6cf99ea56aa2b9f8578917a24114ab1,7,8,9,7,3,4,0,0.5965232849121094,0.8327245712280272,1.2755393981933594,,,,,,,,,
issue103-dqn-task2-reward-control,eval-r1-loot-crate-primary-seed-004,evaluation,r1,loot-crate-primary,73004,83004,1,1,_run_plan_e9d126660c_82f3e9c695,evaluation,400,400,1,1,50,2,5,2,0,385,400,0.9625,True,step_limit,4b525b44b69fc7d4fc2e80c3a4cb159f0bbb692fd59c9d9a08fafbae596b2ac6,3,385,4,2,3,3,0,0.6864070892333984,0.9662985801696773,1.3086795806884766,,,,,,,,,
issue103-dqn-task2-reward-control,eval-r1-loot-crate-primary-seed-005,evaluation,r1,loot-crate-primary,73005,83005,1,1,_run_plan_e9d126660c_82f3e9c695,evaluation,25,25,2,2,50,3,6,3,1,2,25,0.08,False,killed,da42c445a5383c57f9e2545c4717636be7b2f057c44be1bf75190b3c68b62aed,2,8,2,6,3,4,0,0.6363391876220703,1.0068416595458982,1.3065338134765625,,,,,,,,,
issue103-dqn-task2-reward-control,eval-r1-loot-crate-primary-seed-006,evaluation,r1,loot-crate-primary,73006,83006,1,1,_run_plan_e9d126660c_82f3e9c695,evaluation,400,400,1,1,50,3,6,2,0,3,400,0.0075,True,step_limit,0f68cd9862fc0b5d82a0c7b708dd9821df825acf8df241340e3f78be9345621a,4,195,4,194,1,2,0,0.6021261215209961,0.8747577667236328,1.4197826385498047,,,,,,,,,
issue103-dqn-task2-reward-control,eval-r1-loot-crate-primary-seed-007,evaluation,r1,loot-crate-primary,73007,83007,1,1,_run_plan_e9d126660c_82f3e9c695,evaluation,16,16,2,2,50,4,4,2,1,1,16,0.0625,False,killed,47d4ee1eba3b831725f67a6c4e0cf3977632936a3bfd1cc0864903574478987c,4,1,5,1,2,3,0,0.6281137466430664,1.2034177780151367,1.203775405883789,,,,,,,,,
issue103-dqn-task2-reward-control,eval-r1-loot-crate-primary-seed-008,evaluation,r1,loot-crate-primary,73008,83008,1,1,_run_plan_e9d126660c_82f3e9c695,evaluation,13,13,0,0,50,2,5,2,1,0,13,0.0,False,killed,6207ec8727018a1acbeda9855a3953d1677aa621aab7c124dd5df223fcdc77a3,1,4,1,3,2,2,0,0.5118846893310547,1.1102199554443355,1.283884048461914,,,,,,,,,
issue103-dqn-task2-reward-control,eval-r1-loot-crate-primary-seed-009,evaluation,r1,loot-crate-primary,73009,83009,1,1,_run_plan_e9d126660c_82f3e9c695,evaluation,400,400,0,0,50,0,0,0,0,0,400,0.0,True,step_limit,22dca40840b524fe41c5c274828b562e7f37bd5ddabfcf44dc084a9cbb6fcfb9,201,0,199,0,0,0,0,0.5747079849243164,0.7902860641479491,1.4500617980957031,,,,,,,,,
issue103-dqn-task2-reward-control,eval-r1-loot-crate-primary-seed-010,evaluation,r1,loot-crate-primary,73010,83010,1,1,_run_plan_e9d126660c_82f3e9c695,evaluation,17,17,2,2,50,2,6,2,1,2,17,0.11764705882352941,False,killed,0da6f4749d346128151b6b46c11f9be7933d0ace72334557cc967b789a0127d7,4,1,6,1,2,3,0,0.6496906280517578,1.0530948638916013,1.318216323852539,,,,,,,,,
issue103-dqn-task2-reward-control,eval-r1-loot-crate-repeat-seed-001,evaluation,r1,loot-crate-repeat,73001,83001,1,1,_run_plan_e9d126660c_82f3e9c695,evaluation,400,400,0,0,50,0,0,0,0,0,400,0.0,True,step_limit,3e457cc2304ad2ccf2d6296a66213cdc8d455614dc7958b9ee35c31a82fdf5fa,200,0,200,0,0,0,0,0.5813837051391602,0.797462463378906,1.6372203826904297,,,,,,,,,
issue103-dqn-task2-reward-control,eval-r1-loot-crate-repeat-seed-002,evaluation,r1,loot-crate-repeat,73002,83002,1,1,_run_plan_e9d126660c_82f3e9c695,evaluation,31,31,3,3,50,4,8,3,1,3,31,0.0967741935483871,False,killed,551b730bdfbfa5255f191416ae496501d9aef1d9101dcf45e96a62f30a71416b,6,4,9,5,4,3,0,0.7293224334716797,1.0862350463867188,1.8184185028076172,,,,,,,,,
issue103-dqn-task2-reward-control,eval-r1-loot-crate-repeat-seed-003,evaluation,r1,loot-crate-repeat,73003,83003,1,1,_run_plan_e9d126660c_82f3e9c695,evaluation,38,38,2,2,50,2,11,4,1,0,38,0.0,False,killed,cda916a96d90a6c75781f0399a910eb9f6cf99ea56aa2b9f8578917a24114ab1,7,8,9,7,3,4,0,0.5817413330078125,0.9542346000671382,1.2803077697753906,,,,,,,,,
issue103-dqn-task2-reward-control,eval-r1-loot-crate-repeat-seed-004,evaluation,r1,loot-crate-repeat,73004,83004,1,1,_run_plan_e9d126660c_82f3e9c695,evaluation,400,400,1,1,50,2,5,2,0,385,400,0.9625,True,step_limit,4b525b44b69fc7d4fc2e80c3a4cb159f0bbb692fd59c9d9a08fafbae596b2ac6,3,385,4,2,3,3,0,0.6353855133056641,0.9032130241394042,2.259492874145508,,,,,,,,,
issue103-dqn-task2-reward-control,eval-r1-loot-crate-repeat-seed-005,evaluation,r1,loot-crate-repeat,73005,83005,1,1,_run_plan_e9d126660c_82f3e9c695,evaluation,25,25,2,2,50,3,6,3,1,2,25,0.08,False,killed,da42c445a5383c57f9e2545c4717636be7b2f057c44be1bf75190b3c68b62aed,2,8,2,6,3,4,0,0.8280277252197266,1.2959480285644527,1.4636516571044922,,,,,,,,,
issue103-dqn-task2-reward-control,eval-r1-loot-crate-repeat-seed-006,evaluation,r1,loot-crate-repeat,73006,83006,1,1,_run_plan_e9d126660c_82f3e9c695,evaluation,400,400,1,1,50,3,6,2,0,3,400,0.0075,True,step_limit,0f68cd9862fc0b5d82a0c7b708dd9821df825acf8df241340e3f78be9345621a,4,195,4,194,1,2,0,0.6136894226074219,0.8869647979736328,1.6026496887207031,,,,,,,,,
issue103-dqn-task2-reward-control,eval-r1-loot-crate-repeat-seed-007,evaluation,r1,loot-crate-repeat,73007,83007,1,1,_run_plan_e9d126660c_82f3e9c695,evaluation,16,16,2,2,50,4,4,2,1,1,16,0.0625,False,killed,47d4ee1eba3b831725f67a6c4e0cf3977632936a3bfd1cc0864903574478987c,4,1,5,1,2,3,0,0.6355047225952148,1.1155009269714355,1.352071762084961,,,,,,,,,
issue103-dqn-task2-reward-control,eval-r1-loot-crate-repeat-seed-008,evaluation,r1,loot-crate-repeat,73008,83008,1,1,_run_plan_e9d126660c_82f3e9c695,evaluation,13,13,0,0,50,2,5,2,1,0,13,0.0,False,killed,6207ec8727018a1acbeda9855a3953d1677aa621aab7c124dd5df223fcdc77a3,1,4,1,3,2,2,0,0.6303787231445312,1.115083694458007,1.46484375,,,,,,,,,
issue103-dqn-task2-reward-control,eval-r1-loot-crate-repeat-seed-009,evaluation,r1,loot-crate-repeat,73009,83009,1,1,_run_plan_e9d126660c_82f3e9c695,evaluation,400,400,0,0,50,0,0,0,0,0,400,0.0,True,step_limit,22dca40840b524fe41c5c274828b562e7f37bd5ddabfcf44dc084a9cbb6fcfb9,201,0,199,0,0,0,0,0.5992650985717773,0.8640408515930174,1.6965866088867188,,,,,,,,,
issue103-dqn-task2-reward-control,eval-r1-loot-crate-repeat-seed-010,evaluation,r1,loot-crate-repeat,73010,83010,1,1,_run_plan_e9d126660c_82f3e9c695,evaluation,17,17,2,2,50,2,6,2,1,2,17,0.11764705882352941,False,killed,0da6f4749d346128151b6b46c11f9be7933d0ace72334557cc967b789a0127d7,4,1,6,1,2,3,0,0.6592273712158203,1.2493133544921873,1.4638900756835938,,,,,,,,,
issue103-dqn-task2-reward-control,eval-r2-classic-primary-seed-001,evaluation,r2,classic-primary,71001,81001,1,1,_run_plan_e9d126660c_db77fd01af,evaluation,400,400,0,0,9,0,3,1,0,2,400,0.005,True,step_limit,239d0684874b3941b4b21f1ce11caa9ebf421113fd29ad6b0c50663c1a45c2f7,1,198,1,196,1,3,0,0.6644725799560547,0.8040428161621093,1.3611316680908203,,,,,,,,,
issue103-dqn-task2-reward-control,eval-r2-classic-primary-seed-002,evaluation,r2,classic-primary,71002,81002,1,1,_run_plan_e9d126660c_db77fd01af,evaluation,400,400,0,0,9,0,0,0,0,0,400,0.0,True,step_limit,3e457cc2304ad2ccf2d6296a66213cdc8d455614dc7958b9ee35c31a82fdf5fa,200,0,200,0,0,0,0,0.6086826324462891,0.7644176483154295,1.33514404296875,,,,,,,,,
