plan_id,run_id,kind,replica,stage_or_suite,world_seed,agent_seed,schema_version,round,agent,mode,episode_steps,survival_steps,score,coins_collected,initially_available_coins,coins_found,crates_destroyed,bombs_dropped,self_kills,invalid_actions,attempted_actions,invalid_action_rate,survived,termination_reason,executed_action_sequence_sha256,action_up,action_right,action_down,action_left,action_wait,action_bomb,action_unknown,decision_time_median_ms,decision_time_p95_ms,decision_time_max_ms,shaped_reward,epsilon,q_table_size,replay_size,update_count,mean_loss,mean_abs_td_error,target_synchronizations,episode_target_synchronizations
issue103-dqn-task2-reward-survival-rebalance,eval-r1-classic-repeat-seed-007,evaluation,r1,classic-repeat,71007,81007,1,1,_run_plan_147b03874d_82f3e9c695,evaluation,23,23,2,2,9,2,8,3,1,3,23,0.13043478260869565,False,killed,93ec614aec14037d0011609f1040f0a262eb08115dbe1ec48bff9c53f082e34b,5,2,4,3,5,4,0,0.6542205810546875,0.9539842605590818,1.4965534210205078,,,,,,,,,
issue103-dqn-task2-reward-survival-rebalance,eval-r1-classic-repeat-seed-008,evaluation,r1,classic-repeat,71008,81008,1,1,_run_plan_147b03874d_82f3e9c695,evaluation,23,23,1,1,9,1,6,3,1,4,23,0.17391304347826086,False,killed,20cb94e9b062b948503bf5b5f8d826ad182256e9931fdb08fa8ed399584c56d7,5,3,4,3,4,4,0,0.6585121154785156,1.1651754379272456,1.4584064483642578,,,,,,,,,
issue103-dqn-task2-reward-survival-rebalance,eval-r1-classic-repeat-seed-009,evaluation,r1,classic-repeat,71009,81009,1,1,_run_plan_147b03874d_82f3e9c695,evaluation,21,21,0,0,9,0,8,3,1,3,21,0.14285714285714285,False,killed,e24cce4d9add0b8525167cd41b53d2fab242c76e7aa9f4cbba2dd881c667a7ce,2,5,2,5,4,3,0,0.5354881286621094,1.1284351348876953,1.3566017150878906,,,,,,,,,
issue103-dqn-task2-reward-survival-rebalance,eval-r1-classic-repeat-seed-010,evaluation,r1,classic-repeat,71010,81010,1,1,_run_plan_147b03874d_82f3e9c695,evaluation,400,400,0,0,9,1,9,3,0,383,400,0.9575,True,step_limit,f99eda1b3582ff4afe53833b99c122d2890c900992268d5a841be9c6f6622969,5,382,3,4,2,4,0,0.6573200225830078,0.9274721145629883,4.909515380859375,,,,,,,,,
issue103-dqn-task2-reward-survival-rebalance,eval-r1-coin-heaven-primary-seed-001,evaluation,r1,coin-heaven-primary,72001,82001,1,1,_run_plan_147b03874d_82f3e9c695,evaluation,17,17,7,7,50,0,0,1,1,3,17,0.17647058823529413,False,killed,a8ec181fe1d4e17a6165d9619087e39605c6b63dcc9bcbea6d9ad9a41c0a27a1,3,2,2,7,0,3,0,0.6964206695556641,1.0722160339355464,1.6045570373535156,,,,,,,,,
issue103-dqn-task2-reward-survival-rebalance,eval-r1-coin-heaven-primary-seed-002,evaluation,r1,coin-heaven-primary,72002,82002,1,1,_run_plan_147b03874d_82f3e9c695,evaluation,400,400,12,12,50,0,0,0,0,0,400,0.0,True,step_limit,24dca6ac63394091b0908751c55d5f9f4a93ba49893b99fe4af76a61eab20a55,202,6,190,2,0,0,0,0.685572624206543,0.9438872337341297,4.793405532836914,,,,,,,,,
issue103-dqn-task2-reward-survival-rebalance,eval-r1-coin-heaven-primary-seed-003,evaluation,r1,coin-heaven-primary,72003,82003,1,1,_run_plan_147b03874d_82f3e9c695,evaluation,9,9,3,3,50,0,0,1,1,3,9,0.3333333333333333,False,killed,1c55b94225ea680321dffc84376a554fceca5623a5a609acc4fb805465b47349,1,4,1,0,0,3,0,1.0747909545898438,1.5131950378417967,1.7333030700683594,,,,,,,,,
issue103-dqn-task2-reward-survival-rebalance,eval-r1-coin-heaven-primary-seed-004,evaluation,r1,coin-heaven-primary,72004,82004,1,1,_run_plan_147b03874d_82f3e9c695,evaluation,5,5,4,4,50,0,0,1,1,0,5,0.0,False,killed,13e030a0082fc929c79d8ea1ec4c8364a47754378df994fba4d6eea9c971ac06,0,3,0,1,0,1,0,0.6983280181884766,1.346588134765625,1.4846324920654297,,,,,,,,,
issue103-dqn-task2-reward-survival-rebalance,eval-r1-coin-heaven-primary-seed-005,evaluation,r1,coin-heaven-primary,72005,82005,1,1,_run_plan_147b03874d_82f3e9c695,evaluation,5,5,1,1,50,0,0,1,1,2,5,0.4,False,killed,494af49f19506904e46ce1ea03d6299f5e67cc9f0070dc35c34f79da8ee6639a,0,0,2,0,0,3,0,0.6985664367675781,1.4461994171142576,1.623392105102539,,,,,,,,,
issue103-dqn-task2-reward-survival-rebalance,eval-r1-coin-heaven-primary-seed-006,evaluation,r1,coin-heaven-primary,72006,82006,1,1,_run_plan_147b03874d_82f3e9c695,evaluation,400,400,5,5,50,0,0,0,0,0,400,0.0,True,step_limit,78739fde8460706bb911475d5c090ead35f4428e2bc920d6700503998c283678,0,204,0,196,0,0,0,0.6769895553588867,0.9763836860656734,2.1326541900634766,,,,,,,,,
issue103-dqn-task2-reward-survival-rebalance,eval-r1-coin-heaven-primary-seed-007,evaluation,r1,coin-heaven-primary,72007,82007,1,1,_run_plan_147b03874d_82f3e9c695,evaluation,5,5,0,0,50,0,0,1,1,3,5,0.6,False,killed,c0191f7fc4a214102c70158990a3831135ae7cc93a48aeb8c8be2f2b0eaa7b9b,2,1,1,0,0,1,0,0.6654262542724609,1.5790462493896482,1.7230510711669922,,,,,,,,,
issue103-dqn-task2-reward-survival-rebalance,eval-r1-coin-heaven-primary-seed-008,evaluation,r1,coin-heaven-primary,72008,82008,1,1,_run_plan_147b03874d_82f3e9c695,evaluation,7,7,1,1,50,0,0,1,1,3,7,0.42857142857142855,False,killed,176dceb3aa5548c03ac045af795eb3f988beb3cf34c17412776e349d3a456ae7,1,2,1,0,0,3,0,0.6346702575683594,1.2094974517822261,1.4376640319824219,,,,,,,,,
issue103-dqn-task2-reward-survival-rebalance,eval-r1-coin-heaven-primary-seed-009,evaluation,r1,coin-heaven-primary,72009,82009,1,1,_run_plan_147b03874d_82f3e9c695,evaluation,400,400,1,1,50,0,0,0,0,0,400,0.0,True,step_limit,ec4d2d691ba807368054ab792e15b86f9a876da886ced21d0f6805ce126bf166,200,0,200,0,0,0,0,0.6256103515625,0.8915185928344723,1.3129711151123047,,,,,,,,,
issue103-dqn-task2-reward-survival-rebalance,eval-r1-coin-heaven-primary-seed-010,evaluation,r1,coin-heaven-primary,72010,82010,1,1,_run_plan_147b03874d_82f3e9c695,evaluation,400,400,3,3,50,0,0,1,0,0,400,0.0,True,step_limit,c6bc10ca0cf477942ff0cd9c72b4e26c986c47bc710fc7ceae939aa145570c40,0,197,4,198,0,1,0,0.6608963012695312,0.9479999542236321,1.413583755493164,,,,,,,,,
issue103-dqn-task2-reward-survival-rebalance,eval-r1-coin-heaven-repeat-seed-001,evaluation,r1,coin-heaven-repeat,72001,82001,1,1,_run_plan_147b03874d_82f3e9c695,evaluation,17,17,7,7,50,0,0,1,1,3,17,0.17647058823529413,False,killed,a8ec181fe1d4e17a6165d9619087e39605c6b63dcc9bcbea6d9ad9a41c0a27a1,3,2,2,7,0,3,0,0.7567405700683594,1.1221408843994136,1.600503921508789,,,,,,,,,
issue103-dqn-task2-reward-survival-rebalance,eval-r1-coin-heaven-repeat-seed-002,evaluation,r1,coin-heaven-repeat,72002,82002,1,1,_run_plan_147b03874d_82f3e9c695,evaluation,400,400,12,12,50,0,0,0,0,0,400,0.0,True,step_limit,24dca6ac63394091b0908751c55d5f9f4a93ba49893b99fe4af76a61eab20a55,202,6,190,2,0,0,0,0.7375478744506836,1.1397242546081536,1.5478134155273438,,,,,,,,,
issue103-dqn-task2-reward-survival-rebalance,eval-r1-coin-heaven-repeat-seed-003,evaluation,r1,coin-heaven-repeat,72003,82003,1,1,_run_plan_147b03874d_82f3e9c695,evaluation,9,9,3,3,50,0,0,1,1,3,9,0.3333333333333333,False,killed,1c55b94225ea680321dffc84376a554fceca5623a5a609acc4fb805465b47349,1,4,1,0,0,3,0,0.8740425109863281,1.425647735595703,1.6865730285644531,,,,,,,,,
issue103-dqn-task2-reward-survival-rebalance,eval-r1-coin-heaven-repeat-seed-004,evaluation,r1,coin-heaven-repeat,72004,82004,1,1,_run_plan_147b03874d_82f3e9c695,evaluation,5,5,4,4,50,0,0,1,1,0,5,0.0,False,killed,13e030a0082fc929c79d8ea1ec4c8364a47754378df994fba4d6eea9c971ac06,0,3,0,1,0,1,0,0.7576942443847656,1.238870620727539,1.3382434844970703,,,,,,,,,
issue103-dqn-task2-reward-survival-rebalance,eval-r1-coin-heaven-repeat-seed-005,evaluation,r1,coin-heaven-repeat,72005,82005,1,1,_run_plan_147b03874d_82f3e9c695,evaluation,5,5,1,1,50,0,0,1,1,2,5,0.4,False,killed,494af49f19506904e46ce1ea03d6299f5e67cc9f0070dc35c34f79da8ee6639a,0,0,2,0,0,3,0,0.6475448608398438,1.1057376861572266,1.1968612670898438,,,,,,,,,
issue103-dqn-task2-reward-survival-rebalance,eval-r1-coin-heaven-repeat-seed-006,evaluation,r1,coin-heaven-repeat,72006,82006,1,1,_run_plan_147b03874d_82f3e9c695,evaluation,400,400,5,5,50,0,0,0,0,0,400,0.0,True,step_limit,78739fde8460706bb911475d5c090ead35f4428e2bc920d6700503998c283678,0,204,0,196,0,0,0,0.6735324859619141,0.851619243621826,1.4088153839111328,,,,,,,,,
issue103-dqn-task2-reward-survival-rebalance,eval-r1-coin-heaven-repeat-seed-007,evaluation,r1,coin-heaven-repeat,72007,82007,1,1,_run_plan_147b03874d_82f3e9c695,evaluation,5,5,0,0,50,0,0,1,1,3,5,0.6,False,killed,c0191f7fc4a214102c70158990a3831135ae7cc93a48aeb8c8be2f2b0eaa7b9b,2,1,1,0,0,1,0,0.6382465362548828,1.2588024139404297,1.3840198516845703,,,,,,,,,
issue103-dqn-task2-reward-survival-rebalance,eval-r1-coin-heaven-repeat-seed-008,evaluation,r1,coin-heaven-repeat,72008,82008,1,1,_run_plan_147b03874d_82f3e9c695,evaluation,7,7,1,1,50,0,0,1,1,3,7,0.42857142857142855,False,killed,176dceb3aa5548c03ac045af795eb3f988beb3cf34c17412776e349d3a456ae7,1,2,1,0,0,3,0,0.6501674652099609,1.1868476867675777,1.390695571899414,,,,,,,,,
issue103-dqn-task2-reward-survival-rebalance,eval-r1-coin-heaven-repeat-seed-009,evaluation,r1,coin-heaven-repeat,72009,82009,1,1,_run_plan_147b03874d_82f3e9c695,evaluation,400,400,1,1,50,0,0,0,0,0,400,0.0,True,step_limit,ec4d2d691ba807368054ab792e15b86f9a876da886ced21d0f6805ce126bf166,200,0,200,0,0,0,0,0.6667375564575195,0.8389472961425779,1.4460086822509766,,,,,,,,,
issue103-dqn-task2-reward-survival-rebalance,eval-r1-coin-heaven-repeat-seed-010,evaluation,r1,coin-heaven-repeat,72010,82010,1,1,_run_plan_147b03874d_82f3e9c695,evaluation,400,400,3,3,50,0,0,1,0,0,400,0.0,True,step_limit,c6bc10ca0cf477942ff0cd9c72b4e26c986c47bc710fc7ceae939aa145570c40,0,197,4,198,0,1,0,0.6918907165527344,0.9804964065551757,1.5187263488769531,,,,,,,,,
issue103-dqn-task2-reward-survival-rebalance,eval-r1-loot-crate-primary-seed-001,evaluation,r1,loot-crate-primary,73001,83001,1,1,_run_plan_147b03874d_82f3e9c695,evaluation,17,17,2,2,50,4,6,2,1,2,17,0.11764705882352941,False,killed,21741d93b6fc9c914465cd3b7a2614f6bb1295eeb61bd8c36eb62aa2e18297b6,1,6,1,5,2,2,0,0.5438327789306641,0.8862495422363277,1.3871192932128906,,,,,,,,,
issue103-dqn-task2-reward-survival-rebalance,eval-r1-loot-crate-primary-seed-002,evaluation,r1,loot-crate-primary,73002,83002,1,1,_run_plan_147b03874d_82f3e9c695,evaluation,17,17,3,3,50,4,7,2,1,1,17,0.058823529411764705,False,killed,e6073d15ef9c4dca0b72037f16183fcdbad182aafcb31e0efb3be647b7e370c3,1,3,1,8,2,2,0,0.5970001220703125,1.0274410247802732,1.241445541381836,,,,,,,,,
issue103-dqn-task2-reward-survival-rebalance,eval-r1-loot-crate-primary-seed-003,evaluation,r1,loot-crate-primary,73003,83003,1,1,_run_plan_147b03874d_82f3e9c695,evaluation,16,16,1,1,50,1,4,2,1,1,16,0.0625,False,killed,ab69a2c241c5e8fd28cdce2c8964a60b709d92cca4a155342ef0ef19039a30e3,2,6,2,4,0,2,0,0.6659030914306641,1.1356472969055176,1.3332366943359375,,,,,,,,,
issue103-dqn-task2-reward-survival-rebalance,eval-r1-loot-crate-primary-seed-004,evaluation,r1,loot-crate-primary,73004,83004,1,1,_run_plan_147b03874d_82f3e9c695,evaluation,400,400,0,0,50,0,0,0,0,0,400,0.0,True,step_limit,6bd9bd24d6ce9f66a59e9f9d2b289ae158d57287692a6cc19f25ce5a844f8478,0,200,0,200,0,0,0,0.5992650985717773,0.8057117462158202,1.4109611511230469,,,,,,,,,
issue103-dqn-task2-reward-survival-rebalance,eval-r1-loot-crate-primary-seed-005,evaluation,r1,loot-crate-primary,73005,83005,1,1,_run_plan_147b03874d_82f3e9c695,evaluation,18,18,2,2,50,3,4,2,1,1,18,0.05555555555555555,False,killed,e0d6db024606760d5302e2306946e23894ed3f21d5760deac08bf4209184b029,1,7,1,5,2,2,0,0.6309747695922852,0.9776949882507318,1.359701156616211,,,,,,,,,
issue103-dqn-task2-reward-survival-rebalance,eval-r1-loot-crate-primary-seed-006,evaluation,r1,loot-crate-primary,73006,83006,1,1,_run_plan_147b03874d_82f3e9c695,evaluation,17,17,1,1,50,1,8,2,1,1,17,0.058823529411764705,False,killed,d2e75c3943929c99bd3e068b5bd67e6593a32c36493f030a02cb8d3b4b0b5d06,2,6,2,4,1,2,0,0.5936622619628906,1.060676574707031,1.2836456298828125,,,,,,,,,
issue103-dqn-task2-reward-survival-rebalance,eval-r1-loot-crate-primary-seed-007,evaluation,r1,loot-crate-primary,73007,83007,1,1,_run_plan_147b03874d_82f3e9c695,evaluation,17,17,2,2,50,2,6,2,1,4,17,0.23529411764705882,False,killed,2b1ef08876b9d40bef0a5cb1049099f925563da7286b65976e2b183b65d32049,1,2,4,6,2,2,0,0.5662441253662109,0.9263992309570309,1.28173828125,,,,,,,,,
issue103-dqn-task2-reward-survival-rebalance,eval-r1-loot-crate-primary-seed-008,evaluation,r1,loot-crate-primary,73008,83008,1,1,_run_plan_147b03874d_82f3e9c695,evaluation,8,8,0,0,50,3,5,1,1,1,8,0.125,False,killed,097ad9f53dfa9f2cf9de73b7f2819b725023a29dff4fa0465d1a9e6c54631233,1,2,2,2,0,1,0,1.0647773742675781,1.7876267433166502,1.903533935546875,,,,,,,,,
issue103-dqn-task2-reward-survival-rebalance,eval-r1-loot-crate-primary-seed-009,evaluation,r1,loot-crate-primary,73009,83009,1,1,_run_plan_147b03874d_82f3e9c695,evaluation,27,27,3,3,50,5,6,3,1,5,27,0.18518518518518517,False,killed,d205ed513282bbf532710b3557a915acbbf07cb32b189e23f1466d0e1225c13b,8,5,3,4,2,5,0,0.6060600280761719,0.7920265197753906,1.317739486694336,,,,,,,,,
issue103-dqn-task2-reward-survival-rebalance,eval-r1-loot-crate-primary-seed-010,evaluation,r1,loot-crate-primary,73010,83010,1,1,_run_plan_147b03874d_82f3e9c695,evaluation,15,15,1,1,50,1,5,2,1,2,15,0.13333333333333333,False,killed,8d32be55795459963ef1aedecff18ba4f37cab0ef3cb2127a67b58db23fab7d3,1,2,2,6,2,2,0,0.6875991821289062,1.0612249374389644,1.3911724090576172,,,,,,,,,
issue103-dqn-task2-reward-survival-rebalance,eval-r1-loot-crate-repeat-seed-001,evaluation,r1,loot-crate-repeat,73001,83001,1,1,_run_plan_147b03874d_82f3e9c695,evaluation,17,17,2,2,50,4,6,2,1,2,17,0.11764705882352941,False,killed,21741d93b6fc9c914465cd3b7a2614f6bb1295eeb61bd8c36eb62aa2e18297b6,1,6,1,5,2,2,0,0.6816387176513672,1.0847091674804683,1.4801025390625,,,,,,,,,
issue103-dqn-task2-reward-survival-rebalance,eval-r1-loot-crate-repeat-seed-002,evaluation,r1,loot-crate-repeat,73002,83002,1,1,_run_plan_147b03874d_82f3e9c695,evaluation,17,17,3,3,50,4,7,2,1,1,17,0.058823529411764705,False,killed,e6073d15ef9c4dca0b72037f16183fcdbad182aafcb31e0efb3be647b7e370c3,1,3,1,8,2,2,0,0.6396770477294922,1.0265827178955076,1.253366470336914,,,,,,,,,
issue103-dqn-task2-reward-survival-rebalance,eval-r1-loot-crate-repeat-seed-003,evaluation,r1,loot-crate-repeat,73003,83003,1,1,_run_plan_147b03874d_82f3e9c695,evaluation,16,16,1,1,50,1,4,2,1,1,16,0.0625,False,killed,ab69a2c241c5e8fd28cdce2c8964a60b709d92cca4a155342ef0ef19039a30e3,2,6,2,4,0,2,0,0.5730390548706055,1.067042350769043,1.2133121490478516,,,,,,,,,
issue103-dqn-task2-reward-survival-rebalance,eval-r1-loot-crate-repeat-seed-004,evaluation,r1,loot-crate-repeat,73004,83004,1,1,_run_plan_147b03874d_82f3e9c695,evaluation,400,400,0,0,50,0,0,0,0,0,400,0.0,True,step_limit,6bd9bd24d6ce9f66a59e9f9d2b289ae158d57287692a6cc19f25ce5a844f8478,0,200,0,200,0,0,0,0.6209611892700195,0.8997440338134761,1.3527870178222656,,,,,,,,,
issue103-dqn-task2-reward-survival-rebalance,eval-r1-loot-crate-repeat-seed-005,evaluation,r1,loot-crate-repeat,73005,83005,1,1,_run_plan_147b03874d_82f3e9c695,evaluation,18,18,2,2,50,3,4,2,1,1,18,0.05555555555555555,False,killed,e0d6db024606760d5302e2306946e23894ed3f21d5760deac08bf4209184b029,1,7,1,5,2,2,0,0.6232261657714844,1.3886094093322754,1.4524459838867188,,,,,,,,,
issue103-dqn-task2-reward-survival-rebalance,eval-r1-loot-crate-repeat-seed-006,evaluation,r1,loot-crate-repeat,73006,83006,1,1,_run_plan_147b03874d_82f3e9c695,evaluation,17,17,1,1,50,1,8,2,1,1,17,0.058823529411764705,False,killed,d2e75c3943929c99bd3e068b5bd67e6593a32c36493f030a02cb8d3b4b0b5d06,2,6,2,4,1,2,0,0.5526542663574219,1.0163307189941404,1.1792182922363281,,,,,,,,,
issue103-dqn-task2-reward-survival-rebalance,eval-r1-loot-crate-repeat-seed-007,evaluation,r1,loot-crate-repeat,73007,83007,1,1,_run_plan_147b03874d_82f3e9c695,evaluation,17,17,2,2,50,2,6,2,1,4,17,0.23529411764705882,False,killed,2b1ef08876b9d40bef0a5cb1049099f925563da7286b65976e2b183b65d32049,1,2,4,6,2,2,0,0.7240772247314453,1.1795997619628904,1.4634132385253906,,,,,,,,,
issue103-dqn-task2-reward-survival-rebalance,eval-r1-loot-crate-repeat-seed-008,evaluation,r1,loot-crate-repeat,73008,83008,1,1,_run_plan_147b03874d_82f3e9c695,evaluation,8,8,0,0,50,3,5,1,1,1,8,0.125,False,killed,097ad9f53dfa9f2cf9de73b7f2819b725023a29dff4fa0465d1a9e6c54631233,1,2,2,2,0,1,0,0.6875991821289062,1.2075066566467283,1.3194084167480469,,,,,,,,,
issue103-dqn-task2-reward-survival-rebalance,eval-r1-loot-crate-repeat-seed-009,evaluation,r1,loot-crate-repeat,73009,83009,1,1,_run_plan_147b03874d_82f3e9c695,evaluation,27,27,3,3,50,5,6,3,1,5,27,0.18518518518518517,False,killed,d205ed513282bbf532710b3557a915acbbf07cb32b189e23f1466d0e1225c13b,8,5,3,4,2,5,0,0.6895065307617188,0.9711027145385742,1.2140274047851562,,,,,,,,,
issue103-dqn-task2-reward-survival-rebalance,eval-r1-loot-crate-repeat-seed-010,evaluation,r1,loot-crate-repeat,73010,83010,1,1,_run_plan_147b03874d_82f3e9c695,evaluation,15,15,1,1,50,1,5,2,1,2,15,0.13333333333333333,False,killed,8d32be55795459963ef1aedecff18ba4f37cab0ef3cb2127a67b58db23fab7d3,1,2,2,6,2,2,0,0.5536079406738281,0.997066497802734,1.2173652648925781,,,,,,,,,
issue103-dqn-task2-reward-survival-rebalance,eval-r2-classic-primary-seed-001,evaluation,r2,classic-primary,71001,81001,1,1,_run_plan_147b03874d_db77fd01af,evaluation,21,21,0,0,9,0,8,3,1,4,21,0.19047619047619047,False,killed,2bf3003c64ca8ba23a46e29e8f315e79349a4c28bf30ba68f78e81e5e72ced70,5,4,2,1,6,3,0,0.6413459777832031,0.7767677307128906,1.3115406036376953,,,,,,,,,
